Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,OriginalTitle,totalSeasons
Hey Arnold!,1996–2004,TV-Y7,07 Oct 1996,15 min,"Animation, Comedy, Family",N/A,"Joe Ansolabehere, Craig Bartlett, Steve Viksten","Francesca Marie Smith, Jamil Walker Smith, Dan Castellaneta","The adventures of a daydreaming, jazz-loving, football-headed 9-year-old, who lives in a boarding house with his grandparents and some eccentric boarders; encounters life in the city with his best friend Gerald, a loofah-haired kid who is the keeper of the urban tales and coolest kid in class; and is tormented by Helga, who loves him secretly.",English,United States,3 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BYzhiYTYwM2QtNTlmNy00MGM1LTllM2UtOGJmZTUxMmJmZjdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"39,112",tt0115200,series,,,,,True,Oye Arnold,5
The Land Before Time III: The Time of the Great Giving,1995,G,15 Dec 1995,71 min,"Animation, Adventure, Family, Musical",Roy Allen Smith,"Dev Ross (screenplay), Judy Freudberg (characters), Tony Geiss (characters)","Scott McAfee, Candace Hutson, Heather Hogan, Jeff Bennett","A nearby meteorite crash blocks off the dinosaurs' water supply, starting an ecological chain-reaction that threatens life in the valley. All the dinosaurs, including a group of stupid bullies, must cooperate in an effort to free the blockage, which involves a risky venture outside the valley.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI1OTU3NjkwMl5BMl5BanBnXkFtZTYwOTU2MDg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"5,712",tt0113596,movie,N/A,N/A,N/A,N/A,True,Pie pequeño 3 : El tiempo de la gran entrega,
The Little Rascals,1994,PG,05 Aug 1994,82 min,"Comedy, Family, Romance",Penelope Spheeris,"Penelope Spheeris, Robert Wolterstorff, Mike Scott","Travis Tedford, Bug Hall, Brittany Ashton Holmes","The story begins with Spanky, who is the president of the ""He-Man Woman Haters Club"" with many school-aged boys from around the neighborhood as members. His best friend, Alfalfa, has been chosen as the driver for the club's prize-winning go-kart, called ""The Blur"", in the annual Soap Box Derby style race. However, when the announcement is made, Alfalfa is nowhere to be found. The boys catch Alfalfa in the company of Darla -- ""a girl!"" Alfalfa isn't like his friends because he's in love with Darla, and unfortunately threatens the very existence of their ""boys only"" club. The club's members try their hardest to break the two apart, eventually causing their beloved clubhouse to burn down. Darla is mistakenly led to believe Alfalfa feels ashamed of her, so she turns her attentions to Waldo, the new rich kid whose father is an oil tycoon. Further trouble ensures when their prized go-cart ""The Blur"" is stolen by local neighborhood bullies Butch and Woim. How can they win the big race and its prize trophy?! In addition to having to rebuild the clubhouse, the boys now need a new set of wheels. They band together to build ""Blur 2: The Sequel."" Prior to race day, Spanky and Alfalfa reconcile and decide to ride in the two-seat go-kart together.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZTlhMjA5MGYtZDYyNS00MDQ4LWI0ZDAtZjJiODJjODI0N2I3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.3,"58,486",tt0110366,movie,N/A,"$52,125,282",N/A,N/A,True,Pequeñas fieras del Futbol,
A Dog's Life,1918,Not Rated,14 Apr 1918,33 min,"Short, Comedy, Drama",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Edna Purviance, Dave Anderson","Poor Charlie lives in a vacant lot. He tries to get a job but when he gets to the head of the employment line the jobs are gone. Back ""home"" he rescues Scraps, a bitch being attacked by other strays. Together they manage to steal some sausages from a lunch wagon. They enter a dance hall where Edna is a singer and unwilling companion to the clientele. He is thrown out when he can't pay. Back ""home"" Scraps digs up a money-filled wallet buried by crooks. They return to the dance hall to find Edna fired. The wallet goes back and forth between Charlie and the crooks. Charlie, Edna and Scraps end up very happily.","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMzgxYmI5ZWEtNDgzYy00ZGRkLWE4N2ItMDkzYTdiMDJhMzNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"10,161",tt0009018,movie,N/A,N/A,N/A,N/A,True,Patita de perro,
The Simpsons,1989–,TV-14,17 Dec 1989,22 min,"Animation, Comedy",N/A,"James L. Brooks, Matt Groening, Sam Simon","Dan Castellaneta, Nancy Cartwright, Julie Kavner","This is an animated sitcom about the antics of a dysfunctional family. Homer is the oafish unhealthy beer loving father, Marge is the hardworking homemaker wife, Bart is the perpetual ten-year-old underachiever (and proud of it), Lisa is the unappreciated eight-year-old genius, and Maggie is the cute, pacifier loving silent infant.",English,United States,Won 37 Primetime Emmys. 187 wins & 384 nominations total,https://m.media-amazon.com/images/M/MV5BNTU2OWE0YWYtMjRlMS00NTUwLWJmZWUtODFhNzJiMGJlMzI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",N/A,8.6,"465,712",tt0096697,series,,,,,True,"""Simpson, Los""",37
Peter & the Wolf,2023,TV-PG,19 Oct 2023,33 min,"Animation, Short, Adventure","Elliot Dear, Stephen McNally","Bono, Sergei Prokofiev",Gavin Friday,"Peter, a boy who lost his parent, befriends animals in the forest and saves a wolf from hunters.",English,"Germany, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BOGZkOTg5ZWMtMzlmYy00OTliLWEyM2UtOGZjNjI2YTQ1MjhhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,410,tt29277717,movie,N/A,N/A,N/A,N/A,True,Pedro y el lobo,
Rise of the Guardians,2012,PG,21 Nov 2012,97 min,"Animation, Action, Adventure",Peter Ramsey,"David Lindsay-Abaire, William Joyce, Chris Appelhans","Hugh Jackman, Alec Baldwin, Isla Fisher","When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs, and imaginations of children all over the world.","English, French","United States, India",14 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.2,"207,985",tt1446192,movie,25 Nov 2015,"$103,412,758",N/A,N/A,True,"""Orígen de los guardianes, el""",
Titan A.E.,2000,PG,16 Jun 2000,94 min,"Animation, Action, Adventure","Don Bluth, Gary Goldman","Hans Bauer, Randall McCormick, Ben Edlund","Matt Damon, Drew Barrymore, Bill Pullman","Earth is a memory of the past; it's the 31st Century and humanity is on the brink of total annihilation, all except for one young man who holds the map to the universe's last hope: Titan. In a race against time, the human race has to find the Titan before the illusive Drej destroy it.","English, Mandarin","United States, United Kingdom",1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMzYwZTRhMzMtMmRkNi00ODc2LWE0ODktNTUwYzVjMWJhMjViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"66,405",tt0120913,movie,N/A,"$22,753,426",N/A,N/A,True,Titán A.E,
The Arctic Giant,2013,N/A,N/A,59 min,Documentary,Adam Schmedes,Peter I. Lauridsen,"Jonas Bergsøe, Gunnar Bloch-Petersen, Søren Blomqvist, Linford Brown",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTA1NDQwMDQ3MjheQTJeQWpwZ15BbWU3MDE4MDcyNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,12,tt2739960,movie,N/A,N/A,N/A,N/A,True,"""Super clásicos infantiles/ Gigante ártico, El""",
The Muppet Christmas Carol,1992,G,11 Dec 1992,85 min,"Comedy, Drama, Family",Brian Henson,"Charles Dickens, Jerry Juhl","Michael Caine, Dave Goelz, Steve Whitmire","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",English,"United States, United Kingdom",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNTIwOTAyMDgtNTY1Zi00ZWMyLWFjMjAtNjI5YWIyOTE2NDJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.8,"81,789",tt0104940,movie,N/A,"$27,381,507",N/A,N/A,True,Una navidad con los muppets,
Charlotte's Web,2006,G,15 Dec 2006,97 min,"Adventure, Comedy, Family",Gary Winick,"Susannah Grant, Karey Kirkpatrick, Earl Hamner Jr.","Dakota Fanning, Julia Roberts, Oprah Winfrey","Based on the beloved children's novel by E.B. White, a young girl named Fern rescues a runty piglet, raises it as her own and names him Wilbur. However, after Wilbur grows into a pig, she is compelled to sell him to her Uncle Homer Zuckerman down the street. At Zuckerman's barn, Wilbur meets a host of animals and later learns from them that come winter, he will be slaughtered for food. Fearing for his life, Charlotte, a gentle and wise spider whom befriended the lonely Wilbur, vows to save his life.",English,"United States, Germany, Australia",10 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.3,"48,642",tt0413895,movie,N/A,"$82,985,708",N/A,N/A,True,"""Telaraña de Charlotte, la""",
The Great Mouse Detective,1986,G,02 Jul 1986,74 min,"Animation, Adventure, Family","Ron Clements, Burny Mattinson, Dave Michener","Peter Young, Vance Gerry, Steve Hulett","Vincent Price, Barrie Ingham, Val Bettin","In Victorian London, England, a little mouse girl's toymaker father is abducted by a peglegged bat. She enlists the aid of Basil of Baker Street, the rodent world's answer to Sherlock Holmes. The case expands as Basil uncovers the crime's link to a plot against the Crown itself.","English, French, German, Italian",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMGZmNDU5OTMtYmRkNC00NDgxLTllNDAtNzFmZDEzNWIzNTViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.1,"57,588",tt0091149,movie,N/A,"$38,625,550",N/A,N/A,True,Una ratoncita valiente,
Home on the Range,2004,PG,02 Apr 2004,76 min,"Animation, Adventure, Comedy","Will Finn, John Sanford","Will Finn, John Sanford, Michael LaBash","Judi Dench, Cuba Gooding Jr., G.W. Bailey","Alameda Slim (Randy Quaid), a wanted cattle rustler, uses an alias to buy up properties all over western Nebraska, and his next target is the Patch of Heaven dairy farm, where the widow owner cares more for her ""family"" of yard animals than she does for profit. She just doesn't have the cash to keep in business or to prevent Slim from taking her farm. The animals, mainly carefree youngsters, are unable to help, however, three cows of very different temperaments rise to the desperate occasion and set out to do battle for their dream home. They team up with the Sheriff's megalomaniac horse and any other animal who can possibly help, even a crazy lucky rabbit and an invincible buffalo.","English, Mandarin","United States, Japan",5 nominations total,https://m.media-amazon.com/images/M/MV5BMzQyMDY4MjQ0Nl5BMl5BanBnXkFtZTYwODk4ODM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.4,"29,105",tt0299172,movie,N/A,"$50,030,461",N/A,N/A,True,Vacas vaqueras,
Let's Sing with Popeye,1934,N/A,N/A,2 min,"Animation, Short, Musical","Dave Fleischer, Seymour Kneitel",N/A,William Costello,Popeye sings his theme song and tells the audience to sing along with him by following the bouncing ball.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk2Nzg2ODQ3N15BMl5BanBnXkFtZTcwMTA0ODI2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,241,tt0025382,movie,N/A,N/A,N/A,N/A,True,¡Vamos a cantar!,
Over the Hedge,2006,PG,19 May 2006,83 min,"Animation, Adventure, Comedy","Tim Johnson, Karey Kirkpatrick","Len Blum, Lorne Cameron, David Hoselton","Bruce Willis, Garry Shandling, Steve Carell","RJ, a raccoon who needs food, accidentally takes food from a hungry bear named Vincent and he wants his food to be found in exactly the same place in a week. He finally finds that an animal family, with a tortoise named Verne as their leader, could help him restore the food from the suburbia, the gateway to the good life. But little does RJ know, there is a woman who has recently hired an exterminator to try to hunt them down.",English,United States,7 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BN2ZiYjQ2ZDctMDI3Yy00YmViLWEyMGYtZTYxMmE2MGM5Y2M5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.7,"200,382",tt0327084,movie,N/A,"$155,019,340",N/A,N/A,True,Vecinos invasores,
"20,000 Leagues Under the Sea",1954,G,20 Jul 1955,127 min,"Adventure, Drama, Family",Richard Fleischer,"Earl Felton, Jules Verne","Kirk Douglas, James Mason, Paul Lukas","The oceans during the late 1800s are no longer safe; many ships have been lost. Sailors have returned to port with stories of a vicious narwhal (a giant whale with a long horn) which sinks their ships. A naturalist, Professor (Pierre) Aronnax, his assistant, Conseil, and a professional whaler, Ned Land, join a US expedition which attempts to unravel the mystery.",English,United States,Won 2 Oscars. 5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNGMxNDA0MDUtOWRkMi00NjhhLTk3ODUtNDcyYzFhMzIzMDY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"40,193",tt0046672,movie,N/A,N/A,N/A,N/A,True,Veinte mil leguas de viaje submarino,
All Dogs Go to Heaven,1989,G,17 Nov 1989,84 min,"Animation, Adventure, Comedy","Don Bluth, Gary Goldman, Dan Kuenster","David N. Weiss, Don Bluth, Ken Cromar","Dom DeLuise, Burt Reynolds, Loni Anderson","Charlie B. Barkin (Burt Reynolds), a rascally German Shepherd with a shady past, breaks out of the New Orleans Dog Pound with the help of his faithful friend Itchy (Dom De Luise), a nervously hyperactive dachshund. He then makes tracks to reunite with his gambling casino partner Carface Malone (Vic Tayback), a shifty pitbull who has planned a dastardly, and potentially deadly, double cross. Suddenly, Charlie finds himself at the Pearly Gates, face to face with the Heavenly Whippet (Melba Moore). Charlie weasels his way back to earth and reunites with Itchy. He plots his revenge against Carface and, along the way, acquires help from a little girl named Anne-Marie (who can talk to animals). After a series of fiendish schemes, close scrapes and unexpected adventures, both Charlie and Anne Marie find their lives at stake. Only one can be saved and the outcome is in Charlie's paws...",English,"Ireland, United Kingdom, United States, France",1 nomination total,https://m.media-amazon.com/images/M/MV5BZTBlYTA0ZDUtNjJhMS00Y2UxLTk5MzAtMjBlYTAyN2FkMmNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.8,"50,383",tt0096787,movie,N/A,"$27,100,027",N/A,N/A,True,Todos los perros van al cielo,
Tom and Jerry: The Magic Ring,2001,TV-G,12 Mar 2002,62 min,"Animation, Action, Comedy, Family, Fantasy",James T. Walker,"William Hanna (characters), Joseph Barbera (characters), Tim Cahill, Julie McNally Cahill","Jeff Bennett, Frank Welker, Charlie Schlatter, Jim Cummings","Tom is left in charge of a priceless magical ring by a young wizard. When Jerry accidently gets the ring stuck on his head, he runs out into the city as Tom is close behind him in pursuit. Along the way, they reunite with old characters, such as Nibbles the gray mouse with the diaper, and Jerry's cousin the strong mouse in the long yellow and black striped shirt. Tom and Jerry keep trying to get the ring off but it's no use. How will they ever get it off?",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BNWVhOTY3ZWEtZDBlZC00ZGI4LWE5MjUtYWMzYzM5NzQ0YWJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"2,842",tt0303151,movie,N/A,N/A,N/A,N/A,True,Tom y Jerry y el anillo mágico,
The Prince of Egypt,1998,PG,18 Dec 1998,99 min,"Animation, Adventure, Drama","Brenda Chapman, Steve Hickner, Simon Wells","Philip LaZebnik, Nicholas Meyer","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer","This is the extraordinary tale of two brothers named Rameses II (Ralph Fiennes) and Moses (Val Kilmer), one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on Earth, and the other the chosen leader of his people. Their final confrontation will forever change their lives and the world.","English, Hebrew","United States, Canada",Won 1 Oscar. 12 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMjc4NzU5MDUtNmFkNi00NzI5LWE3NjQtNjJlZDRlNjdhZWYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.2,"158,262",tt0120794,movie,N/A,"$101,413,188",N/A,N/A,True,"""Principe de Egipto, el""",
Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,07 Oct 2005,85 min,"Animation, Adventure, Comedy","Steve Box, Nick Park","Steve Box, Nick Park, Mark Burton","Peter Sallis, Helena Bonham Carter, Ralph Fiennes","It's 'vege-mania' in Wallace and Gromit's neighborhood, and our two enterprising chums are cashing in with their humane pest-control outfit, ""Anti-Pesto."" With only days to go before the annual Giant Vegetable Competition, business is booming, but Wallace &amp; Gromit are finding out that running a ""humane"" pest control outfit has its drawbacks as their West Wallaby Street home fills to the brim with captive rabbits. Suddenly, a huge, mysterious, veg-ravaging ""beast"" begins attacking the town's sacred vegetable plots at night, and the competition hostess, Lady Tottington, commissions Anti-Pesto to catch it and save the day. Lying in wait, however, is Lady Tottington's snobby suitor, Victor Quartermaine, who'd rather shoot the beast and secure the position of local hero-not to mention Lady Tottingon's hand in marriage. With the fate of the competition in the balance, Lady Tottington is eventually forced to allow Victor to hunt down the vegetable chomping marauder. Little does she know that Victor's real intent could have dire consequences for her ...and our two heroes.",English,"United Kingdom, United States",Won 1 Oscar. 41 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BM2JkOTRkZTctN2ZiMy00ZGRmLWJkNzQtOGJkNmFiM2ZjNjYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.5,"152,997",tt0312004,movie,N/A,"$56,110,897",N/A,N/A,True,Wallece y Gromit: la batalla de los vegetales,
Pooh's Heffalump Movie,2005,G,11 Feb 2005,68 min,"Animation, Adventure, Comedy",Frank Nissen,"Brian Hohlfeld, Evan Spiliotopoulos, A.A. Milne","Jim Cummings, Brenda Blethyn, Kyle Stanger","A Heffalump is heard trumpeting in the hundred acre woods. Winnie the Pooh, Tigger, and Piglet are scared and rush to Rabbit's house for advice. Roo joins them and they all agree that Heffalumps are nearby after finding a huge footprint. They decide to set out on an expedition to catch the Heffalump. Roo is not allowed to come along because he is too little.",English,"United States, Japan, Germany, Canada, France, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTUyOTk5MDM4N15BMl5BanBnXkFtZTcwMTM0NDcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"9,229",tt0407121,movie,N/A,"$18,098,433",N/A,N/A,True,Winnie the Pooh y el pequeño efelante,
The Wind in the Willows,1949,G,05 Oct 1949,30 min,"Animation, Short, Comedy","James Algar, Jack Kinney","Kenneth Grahame, Winston Hibler, Homer Brightman","Basil Rathbone, Eric Blore, J. Pat O'Malley","Disney ""Mini-Classic"" version of the tale. First released as a double-feature: The Adventures of Ichabod and Mr. Toad.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzhmZDIxNjMtNjQ4NC00OGUwLWE0OTQtODFmNTlkNDcyNDJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"2,250",tt0042044,movie,N/A,N/A,N/A,N/A,True,"""Viento en los sauces, el : la caricatura""",
Willy Wonka & the Chocolate Factory,1971,G,30 Jun 1971,100 min,"Adventure, Comedy, Family",Mel Stuart,"Roald Dahl, Robert Kaufman, David Seltzer","Gene Wilder, Jack Albertson, Peter Ostrum","The world is astounded when Willy Wonka, for years a recluse in his factory, announces that five lucky people will be given a tour of the factory, shown all the secrets of his amazing candy, and one will win a lifetime supply of Wonka chocolate. Nobody wants the prize more than young Charlie, but as his family is so poor that buying even one bar of chocolate is a treat, buying enough bars to find one of the five golden tickets is unlikely in the extreme. But in movieland, magic can happen. Charlie, along with four somewhat odious other children, get the chance of a lifetime and a tour of the factory. Along the way, mild disasters befall each of the odious children, but can Charlie beat the odds and grab the brass ring?","English, French, German, Italian","United Kingdom, United States",Nominated for 1 Oscar. 3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNzllNzlkNzYtZTEzZi00ODMwLWFlYTctZDE5Mzk0NTM1NmViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.8,"243,676",tt0067992,movie,N/A,"$2,242,696",N/A,N/A,True,Willy Wonka y la fàbrica de chocolate,
The Fox and the Hound,1981,G,10 Jul 1981,83 min,"Animation, Adventure, Drama","Ted Berman, Richard Rich, Art Stevens","Daniel P. Mannix, Larry Clemmons, Ted Berman","Mickey Rooney, Kurt Russell, Pearl Bailey","When an adopted fox and a to-be hunting hound become inseparable friends as pups, their friendship grows stronger every day in their ""childhood."" But as they grow older, they grow farther and farther apart, to the day when the two old comrades' bond is put to the ultimate test.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BY2IxMDIxZTAtMjEyMS00MzY3LTkyM2EtNTVlNTZmMjI1OTRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"109,453",tt0082406,movie,N/A,"$63,456,988",N/A,N/A,True,"""Zorro y el sabueso, el""",
The Brave Little Toaster Goes to Mars,1998,Not Rated,18 May 1998,73 min,"Animation, Adventure, Family, Sci-Fi","Robert C. Ramirez, Patrick A. Ventura","Willard Carroll (screenplay), Thomas M. Disch (novel)","Thurl Ravenscroft, Deanna Oliver, Eric Lloyd, Timothy Stack","Robbie, the master's baby, has been mysteriously beamed to Mars. It's up to our heroes plus a houseful of new friends - a fan, microwave, calculator, bag of cheddar-flavored popcorn and ""the contraption in the junk drawer""- to reach for the stars and bring him safely home.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjNkMzAzNDItZWZkMi00OGUxLTljNTItNTgyNjQwYjc0YzVhXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,5.7,"1,437",tt0147926,movie,N/A,N/A,N/A,N/A,True,"""Tostada valiente va a marte, La""",
The Hunchback of Notre Dame,1996,G,21 Jun 1996,91 min,"Animation, Drama, Family","Gary Trousdale, Kirk Wise","Tab Murphy, Irene Mecchi, Bob Tzudiker","Demi Moore, Jason Alexander, Mary Kay Bergman","In 15th-century Paris, Clopin the puppeteer tells the story of Quasimodo, the misshapen but gentle-souled bell ringer of Notre Dame, who was nearly killed as a baby by Claude Frollo, the Minister of Justice. But Frollo was forced by the Archdeacon of Notre Dame to raise Quasimodo as his own. Now a young man, Quasimodo is hidden from the world by Frollo in the belltower of the cathedral. But during the Festival of Fools, Quasimodo, cheered on by his gargoyle friends Victor, Hugo, and Laverne, decides to take part in the festivities, where he meets the lovely gypsy girl Esmeralda and the handsome soldier Phoebus. The three of them find themselves ranged against Frollo's cruelty and his attempts to destroy the home of the gypsies, the Court of Miracles. And Quasimodo must desperately defend both Esmeralda and the very cathedral of Notre Dame.","English, Latin",United States,Nominated for 1 Oscar. 8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BY2QzMGEzNGMtMDQyNC00YTlmLWEwYjMtOGI1NWYxMTM4NjA2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.0,"183,121",tt0116583,movie,N/A,"$100,138,851",N/A,N/A,True,Jorobado de nothre dame,
Chicken Run,2000,G,23 Jun 2000,84 min,"Animation, Adventure, Comedy","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels","Having been hopelessly repressed and facing eventual certain death at the chicken farm where they are held, Rocky the rooster and Ginger the chicken decide to rebel against the evil Mr. and Ms. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",English,"United Kingdom, France, United States",Nominated for 2 BAFTA 24 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BZGViZmJjMTQtNDk3NC00NjQ4LTg0ODItYWI3MjY3YmUwMjczXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.1,"223,786",tt0120630,movie,N/A,"$107,071,709",N/A,N/A,True,Pollitos en fuga,
